,State,County Name,Urban Rural Code,FIPS,Total deaths,COVID-19 Deaths,Urban Rural Description,Pct_Deaths_by_Covid,Covid_Death_Pct_Above_Median
1,AK,Anchorage Municipality,3,2020,4133,366,Medium metro,8.855552867166706,0
4,AL,Autauga County,3,1001,956,122,Medium metro,12.761506276150628,1
7,AL,Baldwin County,4,1003,4386,473,Small metro,10.784313725490197,0
10,AL,Calhoun County,4,1015,3031,444,Small metro,14.64863081491257,1
13,AL,Coffee County,5,1031,1017,150,Micropolitan,14.749262536873156,1
16,AL,Colbert County,4,1033,1364,238,Small metro,17.44868035190616,1
19,AL,Covington County,6,1039,1066,179,Noncore,16.79174484052533,1
22,AL,Cullman County,5,1043,2143,304,Micropolitan,14.185720951936537,1
25,AL,Dale County,5,1045,850,105,Micropolitan,12.352941176470589,1
28,AL,Dallas County,5,1047,958,148,Micropolitan,15.44885177453027,1
31,AL,DeKalb County,6,1049,1383,157,Noncore,11.352133044107013,0
34,AL,Escambia County,6,1053,797,106,Noncore,13.29987452948557,1
37,AL,Etowah County,4,1055,3229,522,Small metro,16.16599566429235,1
40,AL,Houston County,4,1069,4037,815,Small metro,20.188258607877135,1
43,AL,Jackson County,5,1071,1233,116,Micropolitan,9.407948094079481,0
46,AL,Jefferson County,1,1073,20480,2834,Large central metro,13.837890624999998,1
49,AL,Lauderdale County,4,1077,2798,355,Small metro,12.687634024303074,1
52,AL,Lee County,4,1081,2489,405,Small metro,16.271595018079548,1
55,AL,Limestone County,3,1083,1586,152,Medium metro,9.583858764186633,0
58,AL,Madison County,3,1089,8307,927,Medium metro,11.159263271939327,0
61,AL,Marshall County,5,1095,2413,293,Micropolitan,12.142561127227518,1
64,AL,Mobile County,3,1097,10800,1486,Medium metro,13.75925925925926,1
67,AL,Montgomery County,3,1101,6387,1112,Medium metro,17.410364803507125,1
70,AL,Morgan County,4,1103,2669,316,Small metro,11.839640314724615,0
73,AL,St. Clair County,2,1115,1541,144,Large fringe metro,9.344581440622973,0
76,AL,Shelby County,2,1117,2672,236,Large fringe metro,8.832335329341317,0
79,AL,Talladega County,5,1121,1763,204,Micropolitan,11.571185479296652,0
82,AL,Tallapoosa County,6,1123,1066,140,Noncore,13.133208255159476,1
85,AL,Tuscaloosa County,4,1125,4693,794,Small metro,16.918815256765395,1
88,AL,Walker County,2,1127,1956,270,Large fringe metro,13.803680981595093,1
91,AR,Baxter County,5,5005,1804,264,Micropolitan,14.634146341463413,1
94,AR,Benton County,3,5007,3930,663,Medium metro,16.87022900763359,1
97,AR,Boone County,5,5009,859,108,Micropolitan,12.572759022118744,1
100,AR,Craighead County,4,5031,4363,776,Small metro,17.785927114370846,1
103,AR,Faulkner County,3,5045,2223,313,Medium metro,14.080071974808817,1
106,AR,Garland County,4,5051,3712,553,Small metro,14.89762931034483,1
109,AR,Independence County,5,5063,1184,230,Micropolitan,19.425675675675674,1
112,AR,Jefferson County,4,5069,1709,233,Small metro,13.6337039204213,1
115,AR,Pope County,5,5115,1286,112,Micropolitan,8.709175738724728,0
118,AR,Pulaski County,3,5119,13219,1759,Medium metro,13.306604130418338,1
121,AR,Saline County,3,5125,1890,190,Medium metro,10.052910052910052,0
124,AR,Sebastian County,3,5131,4606,708,Medium metro,15.371254884932698,1
127,AR,Union County,5,5139,1048,121,Micropolitan,11.545801526717558,0
130,AR,Washington County,3,5143,4712,632,Medium metro,13.412563667232597,1
133,AR,White County,5,5145,1951,239,Micropolitan,12.250128139415684,1
136,AZ,Apache County,6,4001,1054,129,Noncore,12.23908918406072,1
139,AZ,Cochise County,4,4003,2113,148,Small metro,7.004259346900142,0
142,AZ,Coconino County,4,4005,2352,302,Small metro,12.84013605442177,1
145,AZ,Gila County,5,4007,1357,136,Micropolitan,10.022107590272661,0
148,AZ,Maricopa County,1,4013,81663,11960,Large central metro,14.645555514737396,1
151,AZ,Mohave County,4,4015,6877,795,Small metro,11.560273375018177,0
154,AZ,Navajo County,5,4017,2056,222,Micropolitan,10.797665369649806,0
157,AZ,Pima County,3,4019,23801,3042,Medium metro,12.780975589260956,1
160,AZ,Pinal County,2,4021,5181,424,Large fringe metro,8.183748311136846,0
163,AZ,Yavapai County,4,4025,6193,545,Small metro,8.800258356208621,0
166,AZ,Yuma County,4,4027,3964,787,Small metro,19.853683148335016,1
169,CA,Alameda County,1,6001,20262,1647,Large central metro,8.128516434705361,0
172,CA,Butte County,4,6007,4391,400,Small metro,9.109542245502164,0
175,CA,Contra Costa County,2,6013,15145,972,Large fringe metro,6.417959722680752,0
178,CA,El Dorado County,2,6017,2674,143,Large fringe metro,5.347793567688855,0
181,CA,Fresno County,3,6019,16337,2146,Medium metro,13.135826651159944,1
184,CA,Humboldt County,5,6023,2418,102,Micropolitan,4.218362282878412,0
187,CA,Imperial County,4,6025,2509,610,Small metro,24.312475089677164,1
190,CA,Kern County,3,6029,13247,1679,Medium metro,12.674567826677738,1
193,CA,Kings County,4,6031,1981,401,Small metro,20.242301867743564,1
196,CA,Los Angeles County,1,6037,146639,24768,Large central metro,16.89045888201638,1
199,CA,Madera County,4,6039,1864,257,Small metro,13.78755364806867,1
202,CA,Marin County,2,6041,3820,220,Large fringe metro,5.7591623036649215,0
205,CA,Merced County,3,6047,3009,372,Medium metro,12.362911266201396,1
208,CA,Monterey County,3,6053,5342,605,Medium metro,11.325346312242605,0
211,CA,Napa County,4,6055,2326,114,Small metro,4.901117798796217,0
214,CA,Nevada County,5,6057,1892,111,Micropolitan,5.866807610993657,0
217,CA,Orange County,1,6059,44802,6449,Large central metro,14.394446676487657,1
220,CA,Placer County,2,6061,7722,660,Large fringe metro,8.547008547008547,0
223,CA,Riverside County,1,6065,37638,5913,Large central metro,15.710186513629843,1
226,CA,Sacramento County,1,6067,24768,2243,Large central metro,9.056040051679586,0
