FIPS,POPESTIMATE2020,Case_Count,% Pop Cases,Total_Vaccines,% Vaccinated
37051,336364,40275,0.11973635704177617,186409,0.554188319796411
37053,29052,2240,0.07710312543026297,13068,0.44981412639405205
37055,37547,3300,0.08788984472794098,24898,0.6631155618291741
37057,169234,22913,0.13539241523570913,69830,0.4126239408156753
37059,43286,5482,0.12664602873908423,21411,0.4946402994039643
37061,58794,8888,0.15117188828792053,21663,0.368455964894377
37063,327306,31722,0.09691847995453795,197004,0.6018954739601474
37065,50829,7022,0.13814948159515236,21400,0.42101949674398476
37067,383843,46397,0.12087494105662992,205892,0.5363963912328739
37069,71859,8735,0.12155749453791452,31055,0.4321657690755507
37071,226568,35193,0.15533084989936796,97673,0.431097948518767
37077,60486,7171,0.11855636014945607,32785,0.5420262540091922
37079,20928,2990,0.14287079510703363,9332,0.44590978593272174
37081,540521,60037,0.1110724652696195,287188,0.531317007109807
37083,49479,7008,0.14163584551021646,23055,0.4659552537440126
37085,137058,16381,0.11951874388944826,46260,0.33752134132994793
37087,62972,6299,0.10002858413263037,31827,0.5054151051260878
37089,118445,13462,0.11365612731647601,59942,0.5060745493689054
37091,23108,2478,0.10723558940626622,9727,0.42093647221741387
37093,55830,6470,0.11588751567257746,15763,0.28233924413397815
37097,185770,25701,0.1383484954513646,83192,0.4478225763040319
37099,44033,4884,0.11091681239070697,20641,0.4687620648150251
37101,216246,29474,0.1362984748850846,94418,0.4366231051672632
37105,62353,8403,0.13476496720286113,30147,0.48348916651965423
37107,55720,8385,0.1504845656855707,26182,0.4698851399856425
37109,88097,13157,0.14934674279487384,36901,0.418867838859439
37111,45782,7365,0.16087108470577957,21126,0.46144773054912414
37113,35994,4179,0.1161026837806301,19067,0.5297271767516808
37115,21740,2370,0.10901563937442502,10971,0.5046458141674333
37117,22178,3184,0.14356569573451167,10471,0.47213454775002256
37119,1128945,143880,0.12744642121626829,602064,0.5332979020235706
37123,27238,4085,0.1499743006094427,10216,0.37506424847639325
37125,103352,12171,0.11776259772428206,51578,0.49905178419382307
37127,94859,13755,0.145004691173215,47802,0.50392688094962
37129,236613,26381,0.11149429659401638,129198,0.5460308605190755
37133,203943,25067,0.12291179398165174,100619,0.4933682450488617
37135,149077,10593,0.07105723887655373,98638,0.6616580693198817
37139,40372,4280,0.10601406915684138,18039,0.44681957792529475
37141,64671,7963,0.12313092421641848,28400,0.4391458304340431
37145,39925,4494,0.11256105197244834,19547,0.4895929868503444
37147,182924,26519,0.14497277557892896,84614,0.46256368765170236
37149,21030,1987,0.09448407037565383,8251,0.3923442700903471
37151,144557,19013,0.13152597245377257,55242,0.3821468348125653
37153,44332,6458,0.1456735540918524,18796,0.4239826761707119
37155,129999,23123,0.17787059900460772,46828,0.3602181555242733
37157,91285,10331,0.11317302952292271,39965,0.43780467765788467
37159,142495,23916,0.16783746798133267,54821,0.38472227095687567
37161,67076,9775,0.14573021647086887,24105,0.35936847754785617
37163,63382,10216,0.16118140797071723,28484,0.4494020384336247
37165,34637,5107,0.1474434852902965,14215,0.41039928400265613
37167,63239,10266,0.16233653283575009,22892,0.3619918088521324
37169,45743,5417,0.11842249087292045,18727,0.40939597315436244
37171,71683,10645,0.14850103929802044,32466,0.4529107319727132
37175,34498,3382,0.09803466867644502,16956,0.4915067540147255
37179,244562,32619,0.13337722131811156,114515,0.4682452711377892
37181,44718,5949,0.13303367771367236,21824,0.4880361375732367
37183,1132271,117087,0.10340898954402258,697748,0.6162376321569659
37189,56441,5936,0.10517177229319112,27359,0.48473627327651886
37191,123967,14255,0.11499027967120282,54592,0.44037526115821146
37193,68043,9430,0.1385888335317373,28222,0.4147671325485355
37195,81979,12049,0.14697666475560814,37188,0.453628368240647
37197,37625,5249,0.13950830564784053,16563,0.4402126245847176
38015,96212,3898,0.040514696711428926,40184,0.41766099862802974
38017,183904,5075,0.027595919610231424,92904,0.5051766138855055
38035,69481,2462,0.035434147464774544,34539,0.4970999265986385
38059,31503,1287,0.04085325207123131,11950,0.3793289527981462
38089,32107,1251,0.03896346591086056,9912,0.30871772510667456
38101,68466,2217,0.03238103584260801,27395,0.40012560979172146
38105,38700,1069,0.027622739018087854,9643,0.24917312661498708
39001,27531,3163,0.11488867095274417,8370,0.3040209218698921
39003,101980,13424,0.13163365365757992,39032,0.3827417140615807
39005,53362,5471,0.10252614219856827,20233,0.3791649488399985
39007,96513,7309,0.07573073057515568,44993,0.4661859024172909
39009,65481,6474,0.098868374032162,29916,0.4568653502542722
39011,45680,5640,0.1234676007005254,16136,0.3532399299474606
39013,65932,7615,0.11549778559728205,27737,0.4206910149851362
39015,43414,5055,0.1164370940249689,15733,0.3623946192472474
39017,385648,44859,0.11632110110774592,190425,0.49377930133178444
39019,26897,2376,0.08833698925530728,10570,0.39298062981001597
39021,38960,4129,0.10598049281314169,15585,0.4000256673511294
39023,133593,16890,0.12642877995104534,61950,0.46372190159664056
39025,207449,24414,0.1176867567450313,104455,0.5035213474155094
39027,41921,4938,0.11779299157939935,17526,0.4180720879750006
39029,101118,10888,0.10767618030419905,44590,0.440969955893115
39031,36449,3319,0.09105873960876841,12688,0.3481028286098384
39033,41338,5018,0.12138952053800377,16769,0.40565581305336496
39035,1227883,129632,0.10557357663555893,704291,0.5735815220179773
39037,51205,6242,0.12190215799238356,17806,0.34773947856654625
39039,37778,5164,0.1366933135687437,16783,0.44425326909841706
39041,213554,21349,0.09997003099918522,137311,0.642980229824775
39043,73719,9311,0.12630393792645045,39768,0.5394538721360843
39045,159709,19397,0.12145214108159215,79366,0.4969413120112204
39047,28579,3430,0.12001819517827776,10985,0.38437314111760384
39049,1324624,146049,0.110256948386863,739967,0.5586241831644301
39051,41889,4984,0.1189811167609635,19894,0.4749218171835088
39053,29802,3160,0.10603315213744044,11934,0.40044292329373865
39055,93271,7867,0.08434561653675848,51742,0.554749064553827
39057,170122,19282,0.11334218972266961,97306,0.5719777571389943
39059,38779,4284,0.11047216276850873,15501,0.39972665617989117
39061,817985,92456,0.11302896752385434,451654,0.5521543793590347
39063,75407,7916,0.10497699152598565,34599,0.45883008208786985
39065,31469,3321,0.10553242873939432,10500,0.33366169881470653
39069,26904,3012,0.11195361284567351,13145,0.4885890573892358
39071,43304,4944,0.1141695917236283,14406,0.3326713467578053
39073,28095,2703,0.09620928990923652,11967,0.42594767752269086
39075,44004,3071,0.06978911008090173,7191,0.16341696209435505
39077,57979,6930,0.11952603528863899,24759,0.42703392607668295
39079,32493,3903,0.12011817930015696,13310,0.40962668882528547
39081,64939,6898,0.10622276290056823,29109,0.44825143596298067
39083,62423,6061,0.09709562180606507,24064,0.38549893468753504
39085,229569,23664,0.10308011970257308,134592,0.5862812487748782
39087,59091,7601,0.12863210979675416,23180,0.39227631957489295
39089,178100,19475,0.10934868051656373,86554,0.485985401459854
39091,45326,4722,0.1041786171292415,17291,0.3814808277809646
39093,312172,29940,0.09590866573555604,173697,0.5564144125674307
39095,428294,48838,0.11402914820193605,219061,0.51147342713183
39097,44559,5146,0.11548733140330797,20245,0.4543414349514127
39099,226075,25550,0.1130155921707398,115910,0.512705960411368
39101,64820,10004,0.1543350817648874,27755,0.42818574514038876
39103,180912,18923,0.10459781551251437,102545,0.5668225435570885
39105,22678,1874,0.08263515301172943,8918,0.39324455419349147
39107,41274,5323,0.12896738867083393,14192,0.34384842758152834
39109,107516,12970,0.12063320808065776,45215,0.42054205885635626
39113,531610,64110,0.12059592558454506,263601,0.4958541035721676
39117,35411,3487,0.0984722261444184,13116,0.3703933805879529
39119,86020,11198,0.1301790281329923,37349,0.4341897233201581
39123,40253,4190,0.10409162050033538,22610,0.5616972648001392
39127,36215,3815,0.10534308987988403,13082,0.36123153389479495
39129,58658,9977,0.1700876265811995,26151,0.4458215418186778
39131,27695,3393,0.1225130890052356,10756,0.38837335259072037
39133,162583,15342,0.09436410940873277,82876,0.5097457913804027
39135,40836,4626,0.1132823978842198,15695,0.3843422470369282
39137,33654,4640,0.13787365543471802,14721,0.4374220003565698
39139,120891,15091,0.12483145974472873,47180,0.3902689199361408
39141,76420,8749,0.11448573671813661,34581,0.4525124313007066
39143,58351,6484,0.11112063203715446,27806,0.47652996521053625
39145,74347,8960,0.12051595894925149,32733,0.44027331297833133
39147,54938,5995,0.10912301139466307,24125,0.4391313844697659
39149,48337,5436,0.11246043403603864,15556,0.32182386163808263
39151,369772,39379,0.10649535389375074,179239,0.48472842724706033
39153,538866,54248,0.10067066766134809,302806,0.5619319088604589
39155,196800,18896,0.09601626016260163,97110,0.49344512195121953
39157,91776,10139,0.11047550557880056,36446,0.39711907252440726
39159,60021,6859,0.11427666983222538,32108,0.5349461021975642
39161,28159,2911,0.10337725061259277,10861,0.3857026172804432
39165,238412,28790,0.1207573444289717,132611,0.5562261966679529
39167,59652,6474,0.10852947093140214,28793,0.4826828941192248
39169,115694,11250,0.09723926910643595,46677,0.40345221014054317
39171,36565,4225,0.11554765486120608,14863,0.406481608095173
39173,131113,14928,0.11385598682052886,72414,0.5523022125952423
39175,21711,2624,0.1208603933489936,9264,0.42669614481138596
40001,21955,4562,0.20778865861990434,6414,0.29214301981325436
40009,21468,3067,0.14286379727967208,8022,0.37367244270542205
40013,48998,7845,0.1601085758602392,16421,0.3351361280052247
40015,28684,4728,0.16483056756379863,16231,0.5658555292148933
40017,153192,20871,0.13624079586401378,74653,0.4873165700558776
40019,48353,8204,0.16966889334684507,18229,0.3769983248195562
40021,49019,8269,0.16868969175217774,19494,0.39768253126338765
40027,287066,38649,0.13463454397246627,133294,0.4643322441529126
40031,121099,18801,0.15525313999289836,62915,0.5195336047366205
40037,71485,9730,0.13611247114779323,27312,0.3820661677274953
40039,28648,4603,0.16067439262775762,12443,0.43434096621055573
40041,43136,6680,0.15485905044510387,13956,0.3235348664688427
40047,60869,8996,0.14779280093315153,26585,0.4367576270351082
40049,27691,4393,0.15864360261456792,11600,0.41890867068722687
40051,55906,7262,0.12989661217042894,18674,0.33402497048617324
40065,24305,3508,0.14433244188438593,11269,0.4636494548446822
40071,43274,6503,0.15027499191200258,16170,0.3736654804270463
40079,49935,7332,0.14683088014418744,17239,0.3452287974366677
40081,35045,4297,0.12261378227992581,12203,0.34820944499928663
40083,48777,5459,0.11191750210140025,14352,0.2942370379482133
40087,41348,6643,0.16066073328818806,17342,0.41941569120634614
40089,32772,5141,0.15687171976077138,10058,0.30690833638471865
40097,41152,5762,0.14001749611197511,15543,0.37769731726283046
40101,67610,12134,0.17947049253069072,30081,0.4449193906226889
40109,804041,108149,0.1345068224132849,445910,0.5545861467263485
40111,38234,5234,0.1368938641000157,14602,0.38191138777004763
40113,46642,6066,0.13005445735603105,14122,0.3027743235710304
40115,30879,5612,0.18174163671103338,10520,0.34068460766216524
40119,81755,10927,0.13365543391841478,34935,0.42731331417038715
40121,43679,6152,0.14084571533231072,17227,0.39440005494631286
40123,38397,6187,0.16113238013386463,17508,0.45597312290022657
40125,72998,10496,0.14378476122633496,30377,0.4161346886216061
40131,93155,13878,0.14897751060061187,37765,0.40539960281251675
40133,24248,3431,0.1414962058726493,11238,0.46346090399208184
40135,41538,6133,0.14764793682892774,14334,0.3450816120179113
40137,43100,6728,0.15610208816705337,18001,0.4176566125290023
40143,657589,96995,0.1475009466399225,350514,0.5330289892318758
40145,82925,11375,0.1371721435031655,33673,0.40606572203798613
40147,52222,7317,0.14011336218451995,19292,0.3694228486078664
40153,19812,3382,0.17070462346052898,6824,0.34443771451645466
41003,93239,4462,0.047855511105867714,63439,0.6803912525874366
41005,421596,25944,0.061537585745595307,256631,0.6087130807692672
41007,40423,2013,0.04979838210919526,24029,0.5944388095886005
41009,52876,3106,0.05874120584007868,28538,0.5397155609350178
41011,64711,3983,0.06155058645361685,33415,0.5163727959697733
41013,25105,2030,0.0808603863772157,11170,0.4449312885879307
41015,23305,1545,0.06629478652649647,11481,0.4926410641493242
41017,201769,15859,0.07859978490253706,121905,0.6041810188879362
41019,111364,10360,0.09302826766279947,54062,0.48545310872454295
41027,23280,1536,0.06597938144329897,17465,0.7502147766323024
41029,221844,20329,0.09163646526387913,115779,0.5218937631849407
41031,24856,3008,0.12101705825555198,13526,0.5441744448020599
41033,88053,8266,0.0938752796611132,40440,0.45926884944294916
41035,68739,6224,0.09054539635432578,31041,0.45157770697857114
41039,382986,23377,0.061038784707535,237686,0.6206127639130412
41041,50583,2613,0.051657671549730146,32212,0.6368147401300832
41043,131054,9767,0.07452653104827017,65570,0.5003281090237612
41045,30983,4699,0.1516638156408353,12457,0.4020591937514121
41047,349204,31745,0.09090674791812235,194940,0.5582410281669168
41051,815637,49889,0.061165690129309974,574427,0.7042679525328056
41053,87744,5972,0.06806163384390955,49226,0.5610184172137126
41057,27442,1758,0.0640623861234604,16117,0.5873114204504045
41059,77752,12301,0.15820814898652125,37845,0.4867398909352814
41061,26551,2618,0.09860268916424994,11727,0.4416782795374939
41065,26403,2249,0.08517971442639094,15731,0.5958035071772148
41067,603514,34184,0.056641602348909886,404117,0.6696066702677983
41071,107664,7211,0.06697689106850943,60311,0.5601779610640512
42001,102742,11177,0.10878705884643086,50797,0.49441319032138753
42003,1211358,114844,0.09480599459449643,738536,0.6096760825453746
42005,64162,6865,0.10699479442660766,34269,0.5341011813846201
42007,162575,18144,0.11160387513455328,79408,0.48843918191603874
42009,47817,5245,0.10968902273250099,16400,0.3429742560177343
42011,421017,52456,0.12459354372863804,231839,0.5506642249600372
42013,121007,14538,0.12014180997793517,55729,0.4605436049154181
42015,60221,6479,0.10758705434981153,22875,0.37985088258248784
42017,627987,66738,0.10627290055367389,403337,0.6422696648179023
42019,189135,20402,0.10787003991857667,107451,0.5681180109445634
42021,128672,16070,0.1248911962198458,65743,0.5109347799054962
42025,64081,7203,0.11240461291178352,36710,0.572868713035065
42027,161496,18392,0.11388517362659137,88309,0.5468184970525586
42029,526759,45488,0.08635448089164115,318383,0.6044187189967328
42031,38305,3533,0.0922333898968803,15736,0.4108079885132489
42033,78612,9484,0.12064315880527146,36329,0.46213046354246173
42035,37957,3985,0.10498722238322312,15268,0.4022446452564744
42037,64842,6528,0.10067548810955862,36969,0.5701397242527991
42039,83697,8714,0.10411364803995364,38265,0.45718484533495823
42041,255857,23497,0.09183645552007566,156558,0.6118964890544327
42043,279874,29692,0.10609059791191751,160681,0.5741190678662541
42045,566753,57405,0.10128750972645932,368169,0.6496110298489818
42047,29607,3150,0.10639375823285034,15657,0.5288276421116628
42049,268426,23858,0.08888110689724542,145628,0.5425256867814593
42051,128126,14607,0.11400496386369667,68301,0.5330768150102243
42055,155637,18062,0.11605209558138489,69386,0.445819438822388
42059,35621,3834,0.1076331377558182,15529,0.43595070323685464
42061,44590,5695,0.12771921955595425,20781,0.46604619869925995
42063,83664,7235,0.08647685982023331,35590,0.425392044367948
42065,43108,3687,0.08552936809872877,19549,0.4534889115709381
42067,24619,2355,0.0956578252569154,9748,0.3959543442056948
42069,208989,20114,0.09624429993923125,138349,0.6619917794716468
42071,546192,62089,0.11367614318774351,310790,0.5690123619533058
42073,85083,8943,0.10510912873311942,42208,0.4960802980618925
42075,141663,17901,0.12636327057876792,70980,0.5010482624256157
42077,370802,44292,0.11944919390941797,241342,0.6508648820664398
42079,316982,35240,0.11117350512016455,180519,0.5694929049599031
42081,113209,13315,0.11761432394950931,54601,0.4823026437827381
42083,40333,4052,0.10046364019537352,14315,0.3549202885974264
42085,108545,11059,0.10188401123957805,55425,0.5106177161545903
42087,46064,5844,0.12686696769711706,22185,0.4816125390760681
42089,170154,17067,0.10030325469868472,93139,0.5473806081549655
42091,833869,77835,0.09334199976255263,511316,0.6131850446532968
42095,305892,40384,0.13202045166267834,181663,0.5938795391837642
42097,90258,10689,0.11842717543043275,49705,0.5506991070043653
42099,46212,4353,0.09419631264606595,21397,0.463018263654462
42101,1578487,170109,0.1077671213003338,882830,0.559288736619307
42103,56072,4516,0.08053930660579255,28455,0.5074725353117421
42107,140709,16285,0.11573531188481191,79550,0.5653511857805826
42109,40317,3973,0.0985440384949277,16814,0.4170449190167919
42111,72916,8855,0.12144111031872291,32233,0.44205661308903393
42115,40006,2960,0.07398890166475029,17103,0.4275108733689946
42117,40381,3506,0.0868230108219212,16052,0.3975136821772616
42119,44294,6505,0.14685961981306722,24292,0.5484264234433558
42121,50328,4708,0.09354633603560643,20085,0.3990820219360992
42123,38911,3015,0.07748451594664747,17153,0.4408265015034309
42125,206803,20540,0.0993215765728737,119896,0.5797594812454365
42127,51163,4785,0.09352461739929245,29176,0.5702558489533452
42129,347087,38178,0.10999547663842207,186594,0.5376000829763143
42133,450448,52852,0.11733207828650588,244373,0.5425110112599012
44001,48350,5331,0.11025853154084798,33740,0.6978283350568769
44003,164646,19586,0.11895824982082771,115384,0.7008005053265794
44005,81836,7035,0.08596461215113153,57766,0.7058751649640745
44007,636547,102902,0.16165656267329828,396385,0.62271128447703
44009,125746,11316,0.08999093410525981,88285,0.7020899273137913
45001,24404,3272,0.13407638092116048,8809,0.3609654155056548
45003,172895,24797,0.14342230833743022,70234,0.4062234304057376
45007,204353,31929,0.15624434189857747,72995,0.35720053045465444
45011,20805,3558,0.1710165825522711,10095,0.4852198990627253
45013,195656,25321,0.1294159136443554,112579,0.575392525657276
45015,235987,28337,0.12007864840012374,94340,0.3997677838186002
45019,417981,60678,0.14516927802938412,236091,0.5648366791791971
45021,57316,8356,0.14578826156745062,17379,0.3032137623002303
45023,32232,5774,0.17913874410523703,12937,0.40137130801687765
45025,45606,6411,0.14057360873569266,14705,0.3224356444327501
45027,33415,4534,0.1356875654646117,13948,0.4174173275475086
45029,37481,5298,0.14135161815319763,16098,0.42949761212347587
45031,66509,10871,0.16345156294636817,28600,0.4300169901817799
45033,30367,5766,0.18987716929561696,12017,0.39572562320940496
45035,165737,30533,0.18422561045511865,75724,0.45689254662507467
45037,27120,4030,0.14859882005899705,14413,0.531452802359882
45039,22059,3093,0.14021487828097376,10866,0.4925880592955256
45041,137588,24602,0.17880919847661134,66553,0.4837122423467163
45043,63353,8914,0.14070367622685587,31010,0.4894795826559121
45045,532486,94179,0.17686662184545696,252543,0.47427162404269785
45047,71074,9930,0.13971353800264513,30871,0.43435011396572587
45051,365449,56606,0.15489439018850784,179167,0.49026539954959514
45053,31588,3621,0.1146321387868811,9838,0.3114473850829429
45055,67472,10842,0.16068887834953757,33878,0.5021045767133033
45057,100926,14355,0.14223292313179953,37967,0.37618651289063276
45059,67883,9633,0.1419059263733188,23140,0.34088063285358633
45063,303946,50024,0.16458186651576268,144169,0.4743243865686668
45067,30158,4830,0.16015650905232443,13180,0.43703163339744017
45069,25581,4371,0.17086900433915797,9913,0.38751417067354677
45071,38445,6924,0.18010144362075692,18155,0.47223306021589284
45073,80015,13214,0.165144035493345,32544,0.40672373929888145
45075,85343,13426,0.15731811630713707,41906,0.4910303129723586
45077,127983,24740,0.1933069235757874,52946,0.4136955689427502
45079,419051,64219,0.15324864992566536,223128,0.5324602494684418
45081,20315,2314,0.11390598080236279,5619,0.2765936500123062
45083,326205,54262,0.16634325041001824,123499,0.3785932159225027
45085,106360,14651,0.13774915381722452,46362,0.43589695374200826
45087,26991,3723,0.1379348671779482,9919,0.3674928679930347
45089,29825,5229,0.17532271584241407,15374,0.5154735959765298
45091,289105,42835,0.1481641618097231,116572,0.40321682433717854
46011,35603,4230,0.1188102126225318,13858,0.3892368620621858
46013,38738,5620,0.1450771851928339,18819,0.4858020548298828
46029,28186,4650,0.16497551976158376,11172,0.3963669907046051
46081,26221,3015,0.11498417299111399,10747,0.40986232409137713
46083,63019,8720,0.13837096748599628,25046,0.39743569399704853
46093,28588,2803,0.09804813208339164,12599,0.4407093885546383
46099,196659,31953,0.16247921529144357,102903,0.5232559913352555
46103,115926,14116,0.12176733433397167,47250,0.40758759898555974
46135,22742,3039,0.133629408143523,12914,0.5678480344736611
47001,77558,11363,0.14650970886304443,37800,0.48737718868459734
47003,50179,8235,0.16411247733115447,17985,0.3584168676139421
47009,134751,21240,0.15762406215909344,61840,0.4589205274914472
47011,109071,20411,0.18713498546818128,39220,0.359582290434671
47013,39837,5611,0.14084895951000326,15201,0.38157993824836206
47017,27779,5062,0.18222398214478563,11740,0.42262140465819503
47019,56418,9202,0.1631039739090361,20259,0.3590875252578964
47021,41101,6316,0.1536702270017761,18003,0.43801853969489796
47025,32023,4542,0.1418355556943447,12757,0.39836992161883644
47029,36225,6419,0.17719806763285023,16149,0.44579710144927537
47031,57632,9453,0.16402345918933925,22674,0.39342726263187117
47035,61603,9777,0.15870980309400518,25728,0.4176419979546451
47037,694176,112810,0.16250921956391462,393138,0.5663376434794635
47041,20837,3843,0.18443154004895138,7360,0.3532178336612756
47043,54376,9499,0.17469104016477857,22737,0.4181440341327056
47045,36693,7542,0.20554329163600688,12941,0.35268307306570734
47047,41620,6693,0.16081210956271025,19985,0.4801777991350312
47051,42485,7194,0.16933035188890197,15059,0.35445451335765565
47053,49159,9824,0.19984133119062633,19396,0.39455643930918044
47055,29530,5234,0.17724348120555367,10105,0.3421943785980359
47057,23565,3737,0.1585826437513261,10283,0.4363674941650753
47059,69571,11663,0.16764168978453667,28773,0.4135774963706142
47063,65110,11957,0.1836430655813239,24538,0.37686991245584395
47065,371662,58964,0.15864952564426818,184791,0.49720175858710336
47069,24836,4722,0.19012723465936543,10030,0.4038492510871316
47071,25583,4987,0.19493413594965406,9275,0.3625454403314701
47073,56775,8994,0.15841479524438573,22340,0.393483047115808
47077,28076,5044,0.17965522154153013,10437,0.37174098874483547
47079,32056,4953,0.15451085600199652,13574,0.42344646867981034
47081,25387,4191,0.16508449206286682,9243,0.36408397998975855
47089,55307,8811,0.15931075632379266,24287,0.4391306706203555
47093,475609,70314,0.1478399273352691,249981,0.525601912495348
47097,25451,4863,0.19107304231660838,8469,0.33275706259086085
47099,44432,8694,0.19566978754051134,14207,0.3197470291681671
47103,34540,5972,0.17290098436595253,12822,0.3712217718587145
47105,54910,8316,0.15144782371152796,30993,0.5644327080677473
47107,54208,9470,0.17469746162927982,18848,0.3476977567886659
47109,25696,4139,0.16107565379825653,10939,0.42570828144458284
47111,24827,4821,0.19418375156080075,6773,0.27280783018487936
47113,98360,16360,0.16632777551850345,47450,0.4824115494103294
47115,28924,5055,0.174768358456645,11487,0.3971442400774443
47117,35016,6195,0.17691912268677176,12781,0.3650045693397304
47119,99590,17898,0.17971683904006427,54502,0.5472637815041671
47123,47177,8749,0.18545053733810968,17958,0.38065158869788246
47125,214251,29427,0.13734825041656748,103892,0.484907888411256
47129,21431,3224,0.15043628388782604,9718,0.45345527506882555
47131,30131,5970,0.1981348113238857,10570,0.35080150011615946
47133,22566,4119,0.18253124169103963,7095,0.3144110608880617
47141,80929,15381,0.19005548073002262,36492,0.45091376391651944
47143,33443,6303,0.1884699339174117,12592,0.3765212451036091
47145,53841,8885,0.16502293790977135,21128,0.39241470255010125
47147,72275,12892,0.17837426496022138,32670,0.45202352127291595
47149,339261,57049,0.16815666993848394,153577,0.4526809742351759
47151,22090,4211,0.19062924400181078,7057,0.3194658216387506
47155,99244,17991,0.18128048043206643,43262,0.43591552134134054
47157,936017,135165,0.14440442855204552,432086,0.46162195772085335
47159,20285,3781,0.186393887108701,5828,0.28730589105250187
47163,158755,23765,0.14969607256464362,79508,0.5008220213536582
47165,195561,31919,0.16321761496412884,80307,0.41064936260297297
47167,61918,10436,0.16854549565554444,21257,0.3433088924060855
47177,41605,7680,0.18459319793294074,14797,0.35565436846532866
47179,130367,19814,0.15198631555531691,68099,0.5223637883820292
47183,33334,5591,0.16772664546709065,11103,0.33308333833323334
47185,27707,5010,0.18082073122315662,10413,0.3758256036380698
47187,245348,37731,0.15378564324958835,138581,0.5648344392454799
47189,148130,24983,0.16865591034901775,66993,0.4522581516235739
49003,57007,6942,0.12177451891872929,23021,0.4038276001192836
49005,130004,19050,0.14653395280145226,60699,0.46690101843020215
49007,20760,1571,0.07567437379576109,8397,0.4044797687861272
49011,359232,48105,0.1339106761090326,197002,0.5483976928558703
49021,56814,7239,0.12741577780124616,20830,0.36663498433484704
49035,1165517,174200,0.14946156941511793,677144,0.5809816587831838
49039,31393,4557,0.14515974898862805,10384,0.33077437645334945
49041,21780,2952,0.13553719008264462,7798,0.35803489439853076
49043,42499,5758,0.13548554083625497,31565,0.7427233581966635
49045,74512,8920,0.11971226111230406,34588,0.46419368692291174
49047,35970,3800,0.105643591882124,12186,0.33878231859883234
49049,651059,108102,0.16604025134434822,289325,0.4443913685242044
49051,35300,5399,0.15294617563739377,17265,0.4890934844192635
49053,184913,24269,0.1312455046427239,78047,0.4220741646071396
49057,262658,35565,0.13540421384461923,128890,0.49071416061951284
50001,36851,1197,0.03248215787902635,22969,0.623293804781417
50003,35338,1857,0.052549663252023315,13403,0.3792800950817817
50005,29705,1171,0.039420972900185154,9645,0.3246928126578017
50007,164306,8483,0.051629277080569184,105360,0.641242559614378
50011,49685,2348,0.04725772365905203,15948,0.3209821877830331
50019,26897,1527,0.05677213072089824,13897,0.5166747220879652
50021,57764,2429,0.042050412021328164,35849,0.6206114535004501
50023,58328,2453,0.042055273625017146,23821,0.4083973391852969
50025,42015,1456,0.03465429013447578,25026,0.5956444127097466
50027,54988,1672,0.03040663417472903,24639,0.4480795809994908
51001,32238,3404,0.10558967677895652,20464,0.6347788324337738
51003,110652,6591,0.0595651230886021,64695,0.5846708599934931
51009,31667,3427,0.108219913474595,13581,0.42886916979821266
51013,240119,16755,0.06977790179036228,160355,0.6678147085403487
51015,76544,7657,0.10003396739130435,34550,0.451374372909699
51019,79811,7692,0.09637769229805415,32609,0.408577764969741
51023,33633,2967,0.08821692980108822,15404,0.458002557012458
51027,20613,1819,0.0882452821035269,8966,0.4349682239363509
51031,55304,5610,0.10143931722841024,20861,0.3772059887169102
51033,30860,3155,0.10223590408295528,11567,0.37482177576150355
51035,30074,3092,0.10281306111591408,9277,0.30847243466116914
51041,358245,32790,0.09152953984005359,180083,0.502681126045025
51047,53569,5231,0.09764976012245888,22684,0.4234538632418003
51053,28688,2516,0.087702175125488,12489,0.4353388176240937
51059,1150847,83342,0.0724179669408705,788064,0.6847686964470516
51061,71361,5615,0.07868443547596025,38190,0.5351662672888553
51065,27422,2118,0.07723725475895267,15415,0.5621398876814236
51067,56167,4820,0.08581551444798548,22463,0.39993234461516547
51069,91119,9253,0.10154852445702872,39236,0.4306017405809985
51073,37459,2980,0.07955364531888198,19884,0.5308203635975333
51075,24431,1655,0.067741803446441,14598,0.5975195448405715
51083,33633,3007,0.08940623792108941,13596,0.40424582998840425
51085,108262,9733,0.08990227411280043,59095,0.5458517300622564
51087,333766,29477,0.08831636535776562,170867,0.5119365064146738
51089,50309,5297,0.1052893120515216,18655,0.37080840406289134
51093,37725,3625,0.09609012591119948,16774,0.4446388336646786
51095,77612,5536,0.07132917590063392,38967,0.5020744214812143
51099,27381,1968,0.07187465760929111,11567,0.4224462218326577
51105,23238,2785,0.11984680265083053,10528,0.4530510370944143
51107,422784,30502,0.07214558734483803,259561,0.613932882985165
51109,38132,2372,0.06220497220182524,15127,0.3967009335990769
51117,30679,2647,0.08628051761791454,12314,0.4013820528700414
51121,98391,10193,0.10359687369779756,42034,0.42721387118740534
51127,23648,1775,0.07505920162381596,11038,0.4667625169147497
51137,37695,2643,0.07011539992041385,15088,0.4002652871733652
51139,23933,2394,0.1000292483182217,8461,0.3535286006768896
51143,59850,6394,0.10683375104427736,23222,0.38800334168755224
51145,30148,2205,0.07313918004511079,11415,0.37863208173013135
51147,23006,2417,0.10505954968269147,6930,0.3012257671911675
51149,38686,4168,0.10773923383136018,20578,0.531923693325751
51153,475533,48977,0.10299390368281486,295086,0.620537375954981
51155,33935,3154,0.09294238986297333,13789,0.4063356416678945
51161,94509,9486,0.10037139320064756,44794,0.4739654424446349
